AOP,AOP name,Event,Event Process,Event Action,Level of Organisation,Process_merged,Ontology_ID,Object,Ontology_ID,Action,Ontology_ID,Cell Context,  ,Organ Context,Ontology_ID
Aop:63,Cyclooxygenase inhibition leading to reproductive dysfunction,Event:685,"Prostaglandins, ovary",Reduced,Organ,,,prostaglandin,CHEBI:26333,decreased concentration,PATO:0001163,,,female gonad,UBERON:0000992
Aop:64,Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility,Event:446,testosterone level,Reduction,Tissue,,,testosterone,CHEBI:17347,decreased object quality,PATO:0002303,,,serum ,UBERON:0001977
Aop:64,Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility,Event:520,Decreased fertility,Decreased sperm quantity or quality in the adult,Individual,,,sperm cell,CL:0000019,malformed,PATO:0000646,,,,
Aop:65,XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:281,Thyroxin (T4) in serum,Decreased,Tissue,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,serum ,UBERON:0001977
Aop:65,XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:280,Thyroxin (T4) in neuronal tissue,Decreased,Organ,,,thyroxine,CHEBI:30660,decreased concentration,PATO:0001163,,,brain,UBERON:0000955
Aop:66,Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,Event:653,Increased corticosterone,Decreased testosterone by the fetal Leydig cells,Cellular,,,corticosterone,CHEBI:16827,increased concentration,PATO:0001162,Leydig cell,CL:0000178,,
Aop:66,Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,Event:505,Decreased fertility,Decreased sperm quantity / quality in the adult,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:66,Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,Event:505,Decreased fertility,Decreased sperm quantity / quality in the adult,Individual,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,,
Aop:67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:658,Increased estradiol,Decreased testosterone by the fetal Leydig cells,Cellular,,,estradiol,PR:000007204,increased concentration,PATO:0001162,Leydig cell,CL:0000178,,
Aop:67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:505,Decreased fertility,Decreased sperm quantity / quality in the adult,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:505,Decreased fertility,Decreased sperm quantity / quality in the adult,Individual,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,,
Aop:68,Modulation of Adult Leydig Cell Function Subsequent to Alterations in the Fetal Testis Protome,Event:661,Alterations in the fetal testis proteome,Decreased testosterone by the fetal Leydig cells,Molecular,,,fetal proteins,D005326,deviation(from_normal),PATO:0000069,male gonocyte,CL:0002238,,
Aop:68,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:505,Decreased fertility,Decreased sperm quantity / quality in the adult,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:68,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,Event:505,Decreased fertility,Decreased sperm quantity / quality in the adult,Individual,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,,
Aop:69,Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell,Event:646,Decreased sperm quantity and/or quality in the adult testis,Decreased Cholesterol,Organ,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,testis,UBERON:0000473
Aop:70,Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell,Event:520,Decreased fertility,Decreased sperm quantity or quality in the adult,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:70,Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell,Event:520,Decreased fertility,Decreased sperm quantity or quality in the adult,Individual,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,,
Aop:71,Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation,Event:525,Decreased testosterone by adult Leydig cells,Apoptosis of adult Leydig cells,Cellular,,,testosterone,CHEBI:17347,decreased concentration,PATO:0001163,Leydig cell,CL:0000178,,
Aop:71,Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation,Event:520,Decreased fertility,Decreased sperm quantity or quality in the adult,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:71,Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation,Event:520,Decreased fertility,Decreased sperm quantity or quality in the adult,Individual,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:534,Formation of cortical envelope,Altered,Cellular,,,fertilization envelope,GO:0060387,deviation(from_normal),PATO:0000069,oocyte,CL:0000023,,
Aop:73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,Event:527,Decreased fecundity,Decreased,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:74,Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis,Event:543,Decreased sperm quantity and/or quality in the adult testis,Decreased fertility in the adult,Individual,,,fertility,D005298,decreased object quality,PATO:0002303,,,,
Aop:74,Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis,Event:543,Decreased sperm quantity and/or quality in the adult testis,Decreased fertility in the adult,Individual,,,sperm,CL:0000019,decreased amount,PATO:0001997,,,,
Aop:77,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:78,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:78,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:564,Roll change within caste,Abnormal,Population,,,,,,,,,,
Aop:79,Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure,Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:80,Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure,Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:80,Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure,Event:572,Number of worker bees,Decrease,Population,,,population of organisms,PCO:0000001,decreased object quality,PATO:0002303,,,,
Aop:81,Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure,Event:572,Number of worker bees,Decrease,Population,,,population of organisms,PCO:0000001,decreased object quality,PATO:0002303,,,,
Aop:82,Abnormal roll change in worker caste contributes to reduced brood care and leads to colony loss/failure,Event:564,Roll change within caste,Abnormal,Population,,,,,,,,,,
Aop:84,Suppression of immune system contributes to impaired development and leads to colony loss/failure,Event:572,Number of worker bees,Decrease,Population,,,population of organisms,PCO:0000001,decreased object quality,PATO:0002303,,,,
Aop:85,Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure,Event:572,Number of worker bees,Decrease,Population,,,population of organisms,PCO:0000001,decreased object quality,PATO:0002303,,,,
Aop:86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,Event:564,Roll change within caste,Abnormal,Population,,,,,,,,,,
Aop:86,Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure,Event:580,Antiseptic incorporated in food,Reduced,Population,,,,,,,,,,
Aop:87,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,Event:177,Mitochondrial dysfunction,N/A,Cellular,,,mitochondrion,GO:0005739,damage,PATO:0001020,eukaryotic cell,CL:0000255,,
Aop:87,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure 2,Event:1108,"Abnormal, Role change within caste","Abnormal, Role change within caste",Population,,,,,,,,,,
Aop:89,Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure                         ,Event:1108,"Abnormal, Role change within caste","Abnormal, Role change within caste",Population,,,,,,,,,,
Aop:90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:564,Roll change within caste,Abnormal,Population,,,,,,,,,,
Aop:94,Sodium channel inhibition leading to congenital malformations,Event:444,Atrioventricular block and bradycardia,Increased,Organ,,,atrioventricular block,D054537,increased object quality,PATO:0002305,,,heart,UBERON:0000948
Aop:94,Sodium channel inhibition leading to congenital malformations,Event:444,Atrioventricular block and bradycardia,Increased,Organ,,,decreased heart rate,D001919,increased object quality,PATO:0002305,,,heart,UBERON:0000948
Aop:94,Sodium channel inhibition leading to congenital malformations,Event:591,amputations,Increased,Individual,,,"Amputation, Congenital",C565682,increased object quality,PATO:0002305,,,,
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:634,sedation,N/A,Individual,,,anesthesia,D000758,increased object quality,PATO:0002305,,,,
Aop:100,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of female spawning behavior,Event:671,"Prostaglandin F2alpha concentration, plasma",Reduced,Individual,,,prostaglandin F2alpha,CHEBI:15553,decreased concentration,PATO:0001163,,,,
Aop:100,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of female spawning behavior,Event:673,Spawning behavior,Reduced,Individual,,,fertility,D005298,abnormal,PATO:0000460,,,,
Aop:101,Cyclooxygenase inhibition leading to reproductive dysfunction via inhibition of pheromone release,Event:671,"Prostaglandin F2alpha concentration, plasma",Reduced,Individual,,,prostaglandin F2alpha,CHEBI:15553,decreased concentration,PATO:0001163,,,,
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:693,cyclic adenosine monophosphate,Increased,Tissue,,,"3',5'-cyclic AMP(1-)",CHEBI:58165,increased concentration,PATO:0001162,,,,
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:687,"Prostaglandin E2 concentration, hypothalamus",Reduced,Tissue,,,prostaglandin E2,CHEBI:15551,decreased concentration,PATO:0001163,,,hypothalamus,UBERON:0001898
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:689,"Gonadotropin releasing hormone, hypothalamus",Reduced,Tissue,,,         Gonadotropin-Releasing Hormone,D007987,decreased concentration,PATO:0001163,,,hypothalamus,UBERON:0001898
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:690,"Luteinizing hormone (LH), plasma",Reduced,Tissue,,,Luteinizing hormone,CHEBI:81568,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:102,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with meiotic prophase I /metaphase I transition,Event:691,"Maturation inducing steroid, plasma",Reduced,Tissue,,,steroid hormone  ,CHEBI:26764,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:103,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint,Event:687,"Prostaglandin E2 concentration, hypothalamus",Reduced,Tissue,,,prostaglandin E2,CHEBI:15551,decreased concentration,PATO:0001163,,,hypothalamus,UBERON:0001898
Aop:103,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint,Event:689,"Gonadotropin releasing hormone, hypothalamus",Reduced,Tissue,,,         Gonadotropin-Releasing Hormone,D007987,decreased concentration,PATO:0001163,,,hypothalamus,UBERON:0001898
Aop:103,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint,Event:690,"Luteinizing hormone (LH), plasma",Reduced,Tissue,,,Luteinizing hormone,CHEBI:81568,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:103,Cyclooxygenase inhibition leading to reproductive dysfunction via interference with spindle assembly checkpoint,Event:691,"Maturation inducing steroid, plasma",Reduced,Tissue,,,steroid hormone  ,CHEBI:26764,decreased concentration,PATO:0001163,,,blood plasma,UBERON:0001969
Aop:105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:713,Adenomas/carcinomas (renal tubular),Increase,Tissue,,,Adenoma,D000236,increased object quality,PATO:0002305,,,renal tubule,UBERON:0009773
Aop:105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:713,Adenomas/carcinomas (renal tubular),Increase,Tissue,,,Carcinoma,D002277,increased object quality,PATO:0002305,,,renal tubule,UBERON:0009773
Aop:105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:708,Accumulation of alpha2u microglobulin (proximal tubular epithelium),Increased,Tissue,,,major urinary protein (rat),PR:P02761,increased concentration,PATO:0001162,,,proximale tubular epithelium,UBERON:0008404
Aop:107,Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat),Event:719,Adenomas/carcinomas (hepatocellular),Increase,Tissue,,,Adenoma,D000236,increased object quality,PATO:0002305,,,liver,UBERON:0002107
Aop:107,Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat),Event:719,Adenomas/carcinomas (hepatocellular),Increase,Tissue,,,Carcinoma,D002277,increased object quality,PATO:0002305,,,liver,
Aop:108,Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat),Event:719,Adenomas/carcinomas (hepatocellular),Increase,Tissue,,,Adenoma,D000236,increased object quality,PATO:0002305,,,liver,UBERON:0002107
